,odd src,odd href,odd,silver,odd (2),odd href (2),dbclubcrest src,odd href (3),dbclubcrest src (2),odd href (4),dbnationflag src,swapHeader,swapHeader (2),swapHeader (3),swapHeader (4),swapHeader (5),swapHeader (6),odd (3),odd (4),even src,even href,even,even (2),even href (2),even href (3),even href (4),even (3),even (4),silverrare,bronze,bronzerare,gold,goldrare,legend,carniball,goldif
635,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/143.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,58,59,59,60,54,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15645/shaun-macdonald,Shaun MacDonald,GK,https://wefut.com/club/143/25,https://wefut.com/league/60/25,https://wefut.com/nation/14/25,3★,1★,,60.0,,,,,,
636,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15633/alex-primo,Álex Primo,,GK,https://wefut.com/club/1853/25,https://static.wefut.com/assets/images/fut25/clubbadges/1853.png,https://wefut.com/league/54/25,https://static.wefut.com/assets/images/fut25/leaguebadges/54.png,https://wefut.com/nation/45/25,https://static.wefut.com/assets/images/nation_flag/45.jpg,61,60,55,62,36,58,2★,1★,,,,,,,,,,,60.0,,,,,,
637,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111928.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,,https://static.wefut.com/assets/images/nation_flag/95.jpg,60,63,55,62,27,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15623/jacob-jackson,Jacob Jackson,GK,https://wefut.com/club/111928/25,https://wefut.com/league/39/25,https://wefut.com/nation/95/25,2★,1★,,60.0,,,,,,
638,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15614/jonas-nickisch,Jonas Nickisch,,GK,https://wefut.com/club/31/25,https://static.wefut.com/assets/images/fut25/clubbadges/31.png,https://wefut.com/league/20/25,https://static.wefut.com/assets/images/fut25/leaguebadges/20.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,63,57,59,65,26,57,3★,1★,,,,,,,,,,,60.0,,,,,,
639,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111434.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/32.png,,https://static.wefut.com/assets/images/nation_flag/27.jpg,59,64,61,59,21,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15602/gianluca-saro,Gianluca Saro,GK,https://wefut.com/club/111434/25,https://wefut.com/league/32/25,https://wefut.com/nation/27/25,3★,1★,,60.0,,,,,,
640,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15599/ertugrul-cetin,Ertuğrul Çetin,,GK,https://wefut.com/club/326/25,https://static.wefut.com/assets/images/fut25/clubbadges/326.png,https://wefut.com/league/68/25,https://static.wefut.com/assets/images/fut25/leaguebadges/68.png,https://wefut.com/nation/48/25,https://static.wefut.com/assets/images/nation_flag/48.jpg,62,61,60,60,30,59,2★,1★,,,,,,,,,,,60.0,,,,,,
641,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/113142.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/68.png,,https://static.wefut.com/assets/images/nation_flag/48.jpg,61,59,53,60,25,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15591/yusuf-karagoz,Yusuf Karagöz,GK,https://wefut.com/club/113142/25,https://wefut.com/league/68/25,https://wefut.com/nation/48/25,2★,1★,,60.0,,,,,,
642,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15584/tymur-puzankov,Tymur Puzankov,,GK,https://wefut.com/club/101059/25,https://static.wefut.com/assets/images/fut25/clubbadges/101059.png,https://wefut.com/league/332/25,https://static.wefut.com/assets/images/fut25/leaguebadges/332.png,https://wefut.com/nation/49/25,https://static.wefut.com/assets/images/nation_flag/49.jpg,60,58,62,62,49,61,2★,1★,,,,,,,,,,,60.0,,,,,,
643,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/614.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,,https://static.wefut.com/assets/images/nation_flag/18.jpg,59,57,61,65,25,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15580/ghjuvanni-quilichini,Ghjuvanni Quilichini,GK,https://wefut.com/club/614/25,https://wefut.com/league/17/25,https://wefut.com/nation/18/25,2★,1★,,60.0,,,,,,
644,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15574/david-skubl,David Skubl,,GK,https://wefut.com/club/111822/25,https://static.wefut.com/assets/images/fut25/clubbadges/111822.png,https://wefut.com/league/80/25,https://static.wefut.com/assets/images/fut25/leaguebadges/80.png,https://wefut.com/nation/4/25,https://static.wefut.com/assets/images/nation_flag/4.jpg,64,58,54,64,17,53,3★,1★,,,,,,,,,,,60.0,,,,,,
645,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/10030.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/20.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,60,57,55,65,26,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15570/arne-schulz,Arne Schulz,GK,https://wefut.com/club/10030/25,https://wefut.com/league/20/25,https://wefut.com/nation/21/25,3★,1★,,60.0,,,,,,
646,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15568/facundo-sanguinetti,Facundo Sanguinetti,,GK,https://wefut.com/club/110404/25,https://static.wefut.com/assets/images/fut25/clubbadges/110404.png,https://wefut.com/league/353/25,https://static.wefut.com/assets/images/fut25/leaguebadges/353.png,https://wefut.com/nation/52/25,https://static.wefut.com/assets/images/nation_flag/52.jpg,60,54,56,63,27,58,3★,1★,,,,,,,,,,,60.0,,,,,,
647,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/165.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/20.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,60,59,60,61,27,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15561/nahuel-noll,Nahuel Noll,GK,https://wefut.com/club/165/25,https://wefut.com/league/20/25,https://wefut.com/nation/21/25,4★,1★,,60.0,,,,,,
648,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15551/gergo-szecsi,Gergő Szécsi,,GK,https://wefut.com/club/1874/25,https://static.wefut.com/assets/images/fut25/clubbadges/1874.png,https://wefut.com/league/2211/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2211.png,https://wefut.com/nation/23/25,https://static.wefut.com/assets/images/nation_flag/23.jpg,59,60,60,61,27,59,2★,1★,,,,,,,,,,,60.0,,,,,,
649,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112908.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1003.png,,https://static.wefut.com/assets/images/nation_flag/57.jpg,60,59,57,61,23,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15549/joan-lopez,Joan López,GK,https://wefut.com/club/112908/25,https://wefut.com/league/1003/25,https://wefut.com/nation/57/25,2★,1★,,60.0,,,,,,
650,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15539/tomas-romero,Tomás Romero,,GK,https://wefut.com/club/112828/25,https://static.wefut.com/assets/images/fut25/clubbadges/112828.png,https://wefut.com/league/39/25,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,https://wefut.com/nation/76/25,https://static.wefut.com/assets/images/nation_flag/76.jpg,63,59,60,60,28,59,2★,1★,,,,,,,,,,,60.0,,,,,,
651,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1826.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2076.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,61,59,58,63,21,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15537/elias-bordner,Elias Bördner,GK,https://wefut.com/club/1826/25,https://wefut.com/league/2076/25,https://wefut.com/nation/21/25,3★,1★,,60.0,,,,,,
652,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15521/harry-lee,Harry Lee,,GK,https://wefut.com/club/143/25,https://static.wefut.com/assets/images/fut25/clubbadges/143.png,https://wefut.com/league/60/25,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,60,59,57,60,33,57,2★,1★,,,,,,,,,,,60.0,,,,,,
653,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1934.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,63,56,56,62,38,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15513/jack-bycroft,Jack Bycroft,GK,https://wefut.com/club/1934/25,https://wefut.com/league/61/25,https://wefut.com/nation/14/25,2★,1★,,60.0,,,,,,
654,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15487/johan-lara,Johan Lara,,GK,https://wefut.com/club/114581/25,https://static.wefut.com/assets/images/fut25/clubbadges/114581.png,https://wefut.com/league/1014/25,https://static.wefut.com/assets/images/fut25/leaguebadges/1014.png,https://wefut.com/nation/57/25,https://static.wefut.com/assets/images/nation_flag/57.jpg,61,58,56,61,33,60,1★,1★,,,,,,,,,,,60.0,,,,,,
655,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/62.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,,https://static.wefut.com/assets/images/nation_flag/18.jpg,64,59,58,65,27,56,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15483/teddy-bartouche-selbonne,Teddy Bartouche-Selbonne,GK,https://wefut.com/club/62/25,https://wefut.com/league/17/25,https://wefut.com/nation/18/25,2★,1★,,60.0,,,,,,
656,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15480/mohammed-al-mahasna,Mohammed Al Mahasna,,GK,https://wefut.com/club/607/25,https://static.wefut.com/assets/images/fut25/clubbadges/607.png,https://wefut.com/league/350/25,https://static.wefut.com/assets/images/fut25/leaguebadges/350.png,https://wefut.com/nation/183/25,https://static.wefut.com/assets/images/nation_flag/183.jpg,58,56,54,62,45,64,3★,1★,,,,,,,,,,,60.0,,,,,,
657,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1907.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,,https://static.wefut.com/assets/images/nation_flag/34.jpg,60,60,56,59,24,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15469/connor-van-den-berg,Connor van den Berg,GK,https://wefut.com/club/1907/25,https://wefut.com/league/10/25,https://wefut.com/nation/34/25,2★,1★,,60.0,,,,,,
658,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15457/dan-barden,Dan Barden,,GK,https://wefut.com/club/1792/25,https://static.wefut.com/assets/images/fut25/clubbadges/1792.png,https://wefut.com/league/14/25,https://static.wefut.com/assets/images/fut25/leaguebadges/14.png,https://wefut.com/nation/50/25,https://static.wefut.com/assets/images/nation_flag/50.jpg,61,62,60,64,23,61,2★,1★,,,,,,,,,,,60.0,,,,,,
659,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/306.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/65.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,61,59,56,63,34,60,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15448/leon-pohls,Leon Pöhls,GK,https://wefut.com/club/306/25,https://wefut.com/league/65/25,https://wefut.com/nation/21/25,2★,1★,,60.0,,,,,,
660,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15446/mohammed-bu-sanda,Mohammed Bu Sanda,,GK,https://wefut.com/club/111701/25,https://static.wefut.com/assets/images/fut25/clubbadges/111701.png,https://wefut.com/league/2172/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2172.png,https://wefut.com/nation/190/25,https://static.wefut.com/assets/images/nation_flag/190.jpg,60,60,52,60,36,57,3★,1★,,,,,,,,,,,60.0,,,,,,
661,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/113044.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/353.png,,https://static.wefut.com/assets/images/nation_flag/52.jpg,59,57,60,62,22,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15436/rafael-ferrario,Rafael Ferrario,GK,https://wefut.com/club/113044/25,https://wefut.com/league/353/25,https://wefut.com/nation/52/25,2★,1★,,60.0,,,,,,
662,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15431/kevin-rauhut,Kevin Rauhut,,GK,https://wefut.com/club/110645/25,https://static.wefut.com/assets/images/fut25/clubbadges/110645.png,https://wefut.com/league/2076/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2076.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,62,59,63,62,31,57,3★,1★,,,,,,,,,,,60.0,,,,,,
663,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1798.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,,https://static.wefut.com/assets/images/nation_flag/70.jpg,62,60,63,62,19,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15429/tom-mcgill,Tom McGill,GK,https://wefut.com/club/1798/25,https://wefut.com/league/61/25,https://wefut.com/nation/70/25,2★,1★,,60.0,,,,,,
664,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15415/chen-wei,Chen Wei,,GK,https://wefut.com/club/112540/25,https://static.wefut.com/assets/images/fut25/clubbadges/112540.png,https://wefut.com/league/2012/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,https://wefut.com/nation/155/25,https://static.wefut.com/assets/images/nation_flag/155.jpg,59,58,53,64,29,56,1★,1★,,,,,,,,,,,60.0,,,,,,
665,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/2014.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/4.png,,https://static.wefut.com/assets/images/nation_flag/46.jpg,64,57,56,62,38,53,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15404/joachim-imbrechts,Joachim Imbrechts,GK,https://wefut.com/club/2014/25,https://wefut.com/league/4/25,https://wefut.com/nation/46/25,2★,1★,,60.0,,,,,,
666,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15397/evan-louro,Evan Louro,,GK,https://wefut.com/club/113149/25,https://static.wefut.com/assets/images/fut25/clubbadges/113149.png,https://wefut.com/league/39/25,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,https://wefut.com/nation/95/25,https://static.wefut.com/assets/images/nation_flag/95.jpg,59,59,62,59,35,63,2★,1★,,,,,,,,,,,60.0,,,,,,
667,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/92.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,63,56,59,62,37,57,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15378/jake-eastwood,Jake Eastwood,GK,https://wefut.com/club/92/25,https://wefut.com/league/61/25,https://wefut.com/nation/14/25,2★,1★,,60.0,,,,,,
668,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15377/nik-tzanev,Nik Tzanev,,GK,https://wefut.com/club/1930/25,https://static.wefut.com/assets/images/fut25/clubbadges/1930.png,https://wefut.com/league/60/25,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,https://wefut.com/nation/198/25,https://static.wefut.com/assets/images/nation_flag/198.jpg,61,59,56,61,46,59,1★,1★,,,,,,,,,,,60.0,,,,,,
669,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1958.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,61,59,61,62,44,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15376/sam-howes,Sam Howes,GK,https://wefut.com/club/1958/25,https://wefut.com/league/60/25,https://wefut.com/nation/14/25,3★,1★,,60.0,,,,,,
670,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15375/owen-evans,Owen Evans,,GK,https://wefut.com/club/1936/25,https://static.wefut.com/assets/images/fut25/clubbadges/1936.png,https://wefut.com/league/61/25,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,https://wefut.com/nation/50/25,https://static.wefut.com/assets/images/nation_flag/50.jpg,60,60,61,61,43,58,3★,1★,,,,,,,,,,,60.0,,,,,,
671,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/205.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/31.png,,https://static.wefut.com/assets/images/nation_flag/27.jpg,59,57,60,56,45,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15372/matteo-grandi,Matteo Grandi,GK,https://wefut.com/club/205/25,https://wefut.com/league/31/25,https://wefut.com/nation/27/25,3★,1★,,60.0,,,,,,
672,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15368/louis-jones,Louis Jones,,GK,https://wefut.com/club/753/25,https://static.wefut.com/assets/images/fut25/clubbadges/753.png,https://wefut.com/league/65/25,https://static.wefut.com/assets/images/fut25/leaguebadges/65.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,60,60,58,59,40,59,3★,1★,,,,,,,,,,,60.0,,,,,,
673,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/305.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/65.png,,https://static.wefut.com/assets/images/nation_flag/25.jpg,61,58,59,61,43,55,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15350/james-talbot,James Talbot,GK,https://wefut.com/club/305/25,https://wefut.com/league/65/25,https://wefut.com/nation/25/25,2★,1★,,60.0,,,,,,
674,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15342/xu-jiamin,Xu Jiamin,,GK,https://wefut.com/club/111779/25,https://static.wefut.com/assets/images/fut25/clubbadges/111779.png,https://wefut.com/league/2012/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,https://wefut.com/nation/155/25,https://static.wefut.com/assets/images/nation_flag/155.jpg,62,58,55,61,36,58,2★,1★,,,,,,,,,,,60.0,,,,,,
675,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/110747.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/66.png,,https://static.wefut.com/assets/images/nation_flag/37.jpg,57,55,60,65,32,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15339/sebastian-madejski,Sebastian Madejski,GK,https://wefut.com/club/110747/25,https://wefut.com/league/66/25,https://wefut.com/nation/37/25,2★,1★,,60.0,,,,,,
676,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15333/fang-jingqi,Fang Jingqi,,GK,https://wefut.com/club/111774/25,https://static.wefut.com/assets/images/fut25/clubbadges/111774.png,https://wefut.com/league/2012/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,https://wefut.com/nation/155/25,https://static.wefut.com/assets/images/nation_flag/155.jpg,60,61,54,58,38,61,3★,1★,,,,,,,,,,,60.0,,,,,,
677,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/4.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,60,59,57,62,44,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15330/joel-coleman,Joel Coleman,GK,https://wefut.com/club/4/25,https://wefut.com/league/60/25,https://wefut.com/nation/14/25,3★,1★,,60.0,,,,,,
678,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15329/lukas-wedl,Lukas Wedl,,GK,https://wefut.com/club/256/25,https://static.wefut.com/assets/images/fut25/clubbadges/256.png,https://wefut.com/league/80/25,https://static.wefut.com/assets/images/fut25/leaguebadges/80.png,https://wefut.com/nation/4/25,https://static.wefut.com/assets/images/nation_flag/4.jpg,60,57,56,60,45,58,2★,1★,,,,,,,,,,,60.0,,,,,,
679,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/357.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,61,58,56,60,49,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15328/stuart-moore,Stuart Moore,GK,https://wefut.com/club/357/25,https://wefut.com/league/61/25,https://wefut.com/nation/14/25,2★,1★,,60.0,,,,,,
680,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15321/nick-townsend,Nick Townsend,,GK,https://wefut.com/club/112254/25,https://static.wefut.com/assets/images/fut25/clubbadges/112254.png,https://wefut.com/league/61/25,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,https://wefut.com/nation/63/25,https://static.wefut.com/assets/images/nation_flag/63.jpg,59,59,56,61,48,59,2★,1★,,,,,,,,,,,60.0,,,,,,
681,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/631.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/50.png,,https://static.wefut.com/assets/images/nation_flag/42.jpg,61,58,60,60,46,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15318/jack-hamilton,Jack Hamilton,GK,https://wefut.com/club/631/25,https://wefut.com/league/50/25,https://wefut.com/nation/42/25,2★,1★,,60.0,,,,,,
682,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15317/lucas-hagg-johansson,Lucas Hägg Johansson,,GK,https://wefut.com/club/111705/25,https://static.wefut.com/assets/images/fut25/clubbadges/111705.png,https://wefut.com/league/56/25,https://static.wefut.com/assets/images/fut25/leaguebadges/56.png,https://wefut.com/nation/46/25,https://static.wefut.com/assets/images/nation_flag/46.jpg,61,60,59,60,38,59,3★,1★,,,,,,,,,,,60.0,,,,,,
683,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112072.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/56.png,,https://static.wefut.com/assets/images/nation_flag/46.jpg,57,60,56,59,25,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15307/alexander-lundin,Alexander Lundin,GK,https://wefut.com/club/112072/25,https://wefut.com/league/56/25,https://wefut.com/nation/46/25,2★,1★,,60.0,,,,,,
684,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15303/simon-thomas,Simon Thomas,,GK,https://wefut.com/club/418/25,https://static.wefut.com/assets/images/fut25/clubbadges/418.png,https://wefut.com/league/41/25,https://static.wefut.com/assets/images/fut25/leaguebadges/41.png,https://wefut.com/nation/70/25,https://static.wefut.com/assets/images/nation_flag/70.jpg,60,60,57,60,40,59,1★,1★,,,,,,,,,,,60.0,,,,,,
685,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1947.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,61,58,58,60,31,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15291/mark-howard,Mark Howard,GK,https://wefut.com/club/1947/25,https://wefut.com/league/60/25,https://wefut.com/nation/14/25,3★,1★,,60.0,,,,,,
686,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15286/scott-flinders,Scott Flinders,,GK,https://wefut.com/club/1940/25,https://static.wefut.com/assets/images/fut25/clubbadges/1940.png,https://wefut.com/league/60/25,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,61,58,59,60,28,59,2★,1★,,,,,,,,,,,60.0,,,,,,
687,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111088.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/66.png,,https://static.wefut.com/assets/images/nation_flag/37.jpg,61,60,58,59,32,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15260/maciej-kikolski,Maciej Kikolski,GK,https://wefut.com/club/111088/25,https://wefut.com/league/66/25,https://wefut.com/nation/37/25,3★,1★,,60.0,,,,,,
688,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15254/leroy-zeller,Leroy Zeller,,GK,https://wefut.com/club/1826/25,https://static.wefut.com/assets/images/fut25/clubbadges/1826.png,https://wefut.com/league/2076/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2076.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,61,60,63,63,29,62,4★,1★,,,,,,,,,,,60.0,,,,,,
689,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/113378.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/330.png,,https://static.wefut.com/assets/images/nation_flag/39.jpg,61,57,56,59,31,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15252/szilard-gyenge,Szilárd Gyenge,GK,https://wefut.com/club/113378/25,https://wefut.com/league/330/25,https://wefut.com/nation/39/25,2★,1★,,60.0,,,,,,
690,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15239/mar-segarra,Mar Segarra,,GK,https://wefut.com/club/131733/25,https://static.wefut.com/assets/images/fut25/clubbadges/131733.png,https://wefut.com/league/2222/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2222.png,https://wefut.com/nation/45/25,https://static.wefut.com/assets/images/nation_flag/45.jpg,62,61,60,61,33,63,2★,1★,,,,,,,,,,,60.0,,,,,,
691,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/116292.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1014.png,,https://static.wefut.com/assets/images/nation_flag/53.jpg,58,61,64,64,20,53,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15217/paolo-garcia,Paolo Garcia,GK,https://wefut.com/club/116292/25,https://wefut.com/league/1014/25,https://wefut.com/nation/53/25,2★,1★,,60.0,,,,,,
692,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15207/rodrigo-borzone,Rodrigo Borzone,,GK,https://wefut.com/club/101083/25,https://static.wefut.com/assets/images/fut25/clubbadges/101083.png,https://wefut.com/league/1003/25,https://static.wefut.com/assets/images/fut25/leaguebadges/1003.png,https://wefut.com/nation/52/25,https://static.wefut.com/assets/images/nation_flag/52.jpg,61,56,56,61,21,58,2★,1★,,,,,,,,,,,60.0,,,,,,
693,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/114549.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/330.png,,https://static.wefut.com/assets/images/nation_flag/33.jpg,62,58,56,64,21,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15203/dorian-railean,Dorian Răilean,GK,https://wefut.com/club/114549/25,https://wefut.com/league/330/25,https://wefut.com/nation/33/25,2★,1★,,60.0,,,,,,
694,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/15200/daniel-azevedo,Daniel Azevedo,,GK,https://wefut.com/club/114510/25,https://static.wefut.com/assets/images/fut25/clubbadges/114510.png,https://wefut.com/league/308/25,https://static.wefut.com/assets/images/fut25/leaguebadges/308.png,https://wefut.com/nation/38/25,https://static.wefut.com/assets/images/nation_flag/38.jpg,61,56,54,62,20,63,1★,1★,,,,,,,,,,,60.0,,,,,,
